717.169627, 840.118464, 398.403044, 5.000000
983.365987, 955.024381, 94.567776, 5.000000
89.020124, 536.785640, 871.520540, 5.000000
151.041194, 774.956906, 832.534546, 5.000000
280.175192, 757.682984, 260.290877, 5.000000
839.215338, 954.243391, 910.292844, 5.000000
837.740326, 804.182023, 27.883735, 5.000000
222.793677, 146.900304, 481.134916, 5.000000
446.944726, 606.297680, 76.483438, 5.000000
600.439364, 770.179612, 836.927956, 5.000000
709.793278, 536.668259, 232.725557, 5.000000
420.739284, 581.142129, 539.772313, 5.000000
113.624377, 278.650626, 710.756168, 5.000000
981.308506, 123.240649, 212.915084, 5.000000
566.727839, 916.067352, 786.871777, 5.000000
370.614649, 830.469941, 871.508684, 5.000000
919.129396, 781.675335, 546.026427, 5.000000
380.105247, 867.994235, 944.085344, 5.000000
517.994527, 429.311907, 581.261320, 5.000000
393.884340, 472.282716, 215.518272, 5.000000
347.669918, 714.232868, 478.167094, 5.000000
430.225643, 137.525666, 77.489571, 5.000000
580.178527, 279.775718, 936.432391, 5.000000
722.923151, 141.306190, 221.162928, 5.000000
953.961828, 799.747401, 404.659030, 5.000000
861.347888, 408.143630, 112.919340, 5.000000
163.535521, 866.377785, 60.053328, 5.000000
846.847253, 637.997264, 466.814012, 5.000000
801.821254, 959.223428, 667.788380, 5.000000
1018.302757, 218.165621, 844.178408, 5.000000
43.642047, 982.707925, 238.460898, 5.000000
389.339770, 726.709847, 133.341988, 5.000000
745.107347, 103.443755, 487.274882, 5.000000
757.940609, 471.484264, 523.745311, 5.000000
282.731307, 347.630771, 60.722495, 5.000000
659.295592, 464.354348, 554.676188, 5.000000
723.877311, 278.454030, 857.436104, 5.000000
231.241299, 781.906314, 52.718362, 5.000000
111.830263, 919.761406, 589.733236, 5.000000
483.582307, 970.059329, 501.472805, 5.000000
528.435597, 398.518215, 957.298984, 5.000000
596.474180, 371.996342, 785.287682, 5.000000
827.036650, 41.664128, 424.854346, 5.000000
383.434590, 862.379402, 710.551074, 5.000000
70.645273, 1086.124556, 728.539542, 5.000000
14.845993, 306.093842, 480.628522, 5.000000
180.060675, 833.385949, 512.500703, 5.000000
-189.391836, 320.281385, 613.634448, 5.000000
232.504137, 365.368135, 503.251549, 5.000000
46.601145, 284.513308, 586.646289, 5.000000
162.972071, 242.836764, 45.763921, 5.000000
42.029580, 103.731783, 684.620633, 5.000000
716.170015, 791.959233, 774.989787, 5.000000
588.024589, 820.652390, 552.844169, 5.000000
421.973286, 229.306343, 770.040351, 5.000000
384.130085, 117.381147, 810.400041, 5.000000
801.882167, 232.893059, 341.901901, 5.000000
354.430964, 881.158175, 394.346540, 5.000000
518.603363, 169.301070, 646.310981, 5.000000
245.116643, 740.024667, 760.826682, 5.000000
758.975950, 639.841541, 278.186252, 5.000000
771.156220, 763.176262, 330.176617, 5.000000
518.612206, 53.194346, 977.667462, 5.000000
53.599257, 508.382403, 568.962556, 5.000000
784.693875, 641.946915, 358.298946, 5.000000
37.926415, 154.718836, 901.533842, 5.000000
1045.894700, 789.811537, 597.503345, 5.000000
575.938700, 400.881201, 741.849704, 5.000000
702.429180, 63.194061, 379.325877, 5.000000
688.871490, 198.741039, 474.289385, 5.000000
203.664099, 592.059584, 706.618584, 5.000000
562.073151, 1017.486925, 749.855649, 5.000000
235.458730, 722.952160, 6.876749, 5.000000
875.060504, 233.760370, 446.333240, 5.000000
418.114112, 891.522888, 645.219110, 5.000000
549.891540, 261.920257, 767.822519, 5.000000
796.168928, 740.028798, 954.798109, 5.000000
241.653522, 17.048120, 730.620179, 5.000000
309.469080, 553.976447, 445.492401, 5.000000
708.454093, 252.685598, 365.116561, 5.000000
734.203925, 4.233794, 936.506726, 5.000000
670.060229, 631.883121, 851.321113, 5.000000
346.876476, 457.805919, 85.532634, 5.000000
156.755633, 646.188138, 94.421255, 5.000000
292.422523, 863.917259, 92.418937, 5.000000
214.160601, 693.945801, 392.017098, 5.000000
244.661659, 873.306923, 836.560191, 5.000000
902.880674, 465.330574, 720.853452, 5.000000
47.995966, 723.304603, 582.902020, 5.000000
364.799782, 890.460833, 33.036558, 5.000000
1067.981398, 184.718587, 279.007927, 5.000000
254.432360, 554.393956, 763.586150, 5.000000
273.260710, 44.355622, 56.018783, 5.000000
807.588363, 500.834567, 721.039873, 5.000000
170.663830, 364.694903, 739.809789, 5.000000
559.262006, 954.624505, 570.600443, 5.000000
278.628106, 803.485170, 413.408741, 5.000000
1018.063969, 837.805324, 389.948882, 5.000000
542.213363, 139.491070, 614.720981, 5.000000
757.322175, 800.331814, 570.144540, 5.000000
15.110331, 601.722898, 545.814704, 5.000000
853.262424, 909.508707, 759.298680, 5.000000
871.846850, 150.123345, 533.925385, 5.000000
448.632692, 781.148994, 126.405007, 5.000000
504.150823, 680.612769, 32.716235, 5.000000
770.649509, 394.308011, 877.494327, 5.000000
578.966101, 912.520728, 790.722942, 5.000000
384.847444, 398.295255, 983.702197, 5.000000
159.806539, 766.259257, 910.307103, 5.000000
184.562594, 692.766027, 922.363673, 5.000000
405.650248, 580.080796, 782.693403, 5.000000
528.931118, 113.098735, 934.438602, 5.000000
1032.757083, 485.983051, 390.131323, 5.000000
290.419249, 114.636761, 805.404051, 5.000000
1010.594420, 629.554558, 451.917354, 5.000000
784.253673, 203.484182, 488.776113, 5.000000
318.338595, 645.207385, 52.062945, 5.000000
701.956116, 815.057200, 211.098068, 5.000000
474.558989, 330.709153, 70.784147, 5.000000
909.950545, 319.807097, 966.428581, 5.000000
498.324527, 416.421907, 528.071320, 5.000000
681.962214, 203.741934, 186.543724, 5.000000
117.709021, 709.225570, 936.901355, 5.000000
227.932626, 191.541580, 143.318829, 5.000000
801.836796, 269.662905, 957.434010, 5.000000
897.623574, 247.359406, 469.952441, 5.000000
616.293593, 123.814895, 426.245626, 5.000000
316.850330, 307.144132, 873.928051, 5.000000
921.077905, 675.573786, 398.108146, 5.000000
687.462802, 924.406399, 567.276426, 5.000000
259.598106, 838.735170, 430.468741, 5.000000
560.005939, 480.698612, 157.307250, 5.000000
792.652427, 856.741113, 92.471075, 5.000000
90.372155, 423.453687, 895.924960, 5.000000
514.644043, 464.188558, -36.353563, 5.000000
1061.909061, 831.997957, 639.514824, 5.000000
941.494897, 512.105572, 434.742477, 5.000000
515.960171, 701.272360, 579.383384, 5.000000
58.038958, 32.187907, 99.375012, 5.000000
820.420286, 814.258862, 386.472481, 5.000000
211.263547, 911.360774, 731.937008, 5.000000
579.177987, 731.885763, 368.421437, 5.000000
553.833477, 707.834967, 910.551118, 5.000000
148.211511, 1024.205071, 613.251672, 5.000000
692.129286, 9.212095, 496.467666, 5.000000
292.150096, 406.278264, 619.719250, 5.000000
854.524466, 697.505105, 747.801246, 5.000000
691.261607, 360.260164, 338.610085, 5.000000
679.819974, 936.440548, -39.827680, 5.000000
-16.418387, 75.204028, 290.855972, 5.000000
667.900778, 331.821482, 463.762306, 5.000000
85.713804, 108.648755, 459.477209, 5.000000
-10.981161, 645.469374, 473.541580, 5.000000
988.967191, 228.340651, 231.204655, 5.000000
1059.622765, 570.955041, 836.779277, 5.000000
946.509951, 591.291691, 65.502159, 5.000000
1041.576029, 222.791259, 236.343832, 5.000000
620.595221, 760.044049, 374.067863, 5.000000
933.806955, 81.104349, 898.149553, 5.000000
720.092420, 533.227142, 317.951774, 5.000000
166.841494, 273.466448, 639.332615, 5.000000
396.206414, 436.926040, 766.246356, 5.000000
676.531727, 715.647070, 969.577500, 5.000000
635.834500, 204.252133, 551.972688, 5.000000
232.812005, 746.145112, 669.959149, 5.000000
742.708512, 235.090534, 71.446081, 5.000000
38.617287, 907.042606, 750.312120, 5.000000
525.023744, 792.420903, 655.578484, 5.000000
475.962165, 160.164631, 621.002445, 5.000000
632.051398, 496.372586, 997.411515, 5.000000
108.829290, 862.487022, 698.774140, 5.000000
1116.304114, 722.954043, 134.991417, 5.000000
718.513251, 654.001688, 695.625423, 5.000000
898.840298, 388.106101, 459.383964, 5.000000
513.789963, 430.192135, 171.198185, 5.000000
186.703509, 425.105793, 859.136774, 5.000000
51.435609, 511.242695, 368.844152, 5.000000
15.167084, 405.378901, 167.250489, 5.000000
491.858498, 708.751463, 927.168364, 5.000000
323.905461, 167.602663, 799.310521, 5.000000
757.440717, 399.355255, 596.718935, 5.000000
884.001638, -6.452310, 346.688792, 5.000000
413.255861, 49.807970, 430.571992, 5.000000
266.447015, 698.109183, 438.953501, 5.000000
788.069067, 561.773341, 340.528057, 5.000000
633.942282, 1046.861654, 482.624104, 5.000000
444.519728, 1000.144023, 845.586860, 5.000000
284.937388, 814.573457, 467.773411, 5.000000
637.664733, 127.224501, 160.092940, 5.000000
940.392427, 876.351113, 82.421075, 5.000000
725.844177, 228.524133, 369.054630, 5.000000
60.502584, 982.188015, 731.228856, 5.000000
204.649864, 516.098842, 563.358443, 5.000000
250.829257, 430.312403, 533.712556, 5.000000
63.536776, 73.699879, 498.731607, 5.000000
873.716570, -36.002739, 558.096914, 5.000000
-0.824085, 653.488033, 375.055705, 5.000000
788.193408, 850.975257, 386.838703, 5.000000
1062.118929, 226.543810, 671.508172, 5.000000
75.766516, 499.179394, 670.478090, 5.000000
